0,-0.001720,-0.002219,-0.000044,-0.011840,-0.000770,1.0010890,0,0
0,-0.001719,-0.001884,-0.000355,-0.009766,-0.002517,1.0020420,0,0
0,-0.001457,-0.001829,0.000089,-0.008344,-0.000781,0.9965200,0,0
0,-0.001383,-0.001682,0.000006,-0.009207,0.000087,0.9971780,0,0
0,-0.000697,-0.002125,0.000030,-0.009437,-0.001001,0.9951860,0,0
0,-0.001293,-0.001372,-0.000229,-0.010067,-0.001742,0.9961510,0,0
0,-0.001028,-0.001708,-0.000255,-0.008305,-0.001585,0.9972410,0,0
0,-0.000884,-0.001488,0.000198,-0.009108,-0.002542,0.9961480,0,0
0,-0.000978,-0.001355,0.000409,-0.009619,-0.001734,0.9976100,0,0
0,-0.000822,-0.001021,-0.000133,-0.010620,0.000380,0.9980570,0,0
0,-0.001185,-0.000865,0.000331,-0.010076,0.000166,0.9960570,0,0
0,-0.000726,-0.001040,0.000172,-0.010814,-0.000614,0.9963270,0,0
0,-0.000770,-0.001142,0.000296,-0.009376,-0.002685,0.9980630,0,0
0,-0.000793,-0.000781,0.000267,-0.009068,-0.004469,0.9971450,0,0
0,-0.001087,-0.001087,0.000112,-0.009746,-0.000151,0.9987150,0,0
0,-0.000994,-0.000874,-0.000082,-0.010381,0.000473,0.9974250,0,0
0,-0.001034,-0.001197,0.000122,-0.010042,-0.001672,0.9990200,0,0
0,-0.000542,-0.001304,-0.000086,-0.008710,0.000326,0.9990000,0,0
0,-0.000741,-0.000929,0.000185,-0.009119,-0.000768,0.9999650,0,0
0,-0.000714,-0.000931,-0.000343,-0.009986,-0.000695,0.9972770,0,0
0,-0.000627,-0.001119,-0.000023,-0.008377,-0.000548,1.0013370,0,0
0,-0.000795,-0.001664,-0.000076,-0.011029,-0.001214,1.0009370,0,0
0,-0.000848,-0.001310,0.000071,-0.012654,0.000333,1.0020460,0,0
0,-0.000370,-0.001370,0.000282,-0.009586,0.001794,1.0005610,0,0
